"deviceid","imei","devicetime","servertime","retardo","lat","lon","satelites","ignicion","bateria","alimentacion","operador","cellId","rssi_celular"
1077,351580051706832,1634856569,1634856583,14,-32.6617216,-71.1118100,16,0,9.968,28.075,73002,8207071,5
1077,351580051706832,1634856571,1634856583,12,-32.6616933,-71.1117683,16,0,9.970,28.040,73002,8207071,5
1077,351580051706832,1634856573,1634856583,10,-32.6616416,-71.1117483,16,0,9.961,28.074,73002,8207071,5
1077,351580051706832,1634856576,1634856583,7,-32.6615566,-71.1117750,16,0,9.966,28.085,73002,8207071,5
1077,351580051706832,1634856578,1634856589,11,-32.6615216,-71.1118416,16,0,9.971,28.098,73002,8207071,5
1077,351580051706832,1634856580,1634856589,9,-32.6615316,-71.1119233,16,0,9.967,28.092,73002,8207071,5
1077,351580051706832,1634856582,1634856589,7,-32.6615350,-71.1120166,17,0,9.970,28.079,73002,8207071,5
1077,351580051706832,1634856586,1634856594,8,-32.6614000,-71.1121933,17,0,9.964,28.087,73002,8207071,5
1077,351580051706832,1634856588,1634856594,6,-32.6613216,-71.1122383,17,0,9.969,27.946,73002,8207071,5
1077,351580051706832,1634856590,1634856594,4,-32.6612733,-71.1122566,17,0,9.969,28.061,73002,8207071,5
1077,351580051706832,1634856592,1634856601,9,-32.6612500,-71.1122666,17,0,9.972,27.971,73002,8207071,5
1077,351580051706832,1634856602,1634856606,4,-32.6612066,-71.1122883,17,0,9.969,28.103,73002,8207071,5
1077,351580051706832,1634856605,1634856611,6,-32.6611600,-71.1123433,17,0,9.965,28.083,73002,8207071,5
1077,351580051706832,1634856608,1634856615,7,-32.6611483,-71.1124366,17,0,9.968,28.076,73002,8207071,5
1077,351580051706832,1634856613,1634856621,8,-32.6611350,-71.1125933,17,0,9.968,28.098,73002,8207071,5
1077,351580051706832,1634856615,1634856621,6,-32.6610733,-71.1126200,17,0,9.966,28.095,73002,8207071,5
1077,351580051706832,1634856618,1634856630,12,-32.6609766,-71.1126250,17,0,9.972,28.080,73002,8207071,5
1077,351580051706832,1634856621,1634856630,9,-32.6607933,-71.1126233,17,0,9.972,27.969,73002,8207071,5
1077,351580051706832,1634856623,1634856637,14,-32.6606400,-71.1126350,17,0,9.968,28.102,73002,8207071,5
1077,351580051706832,1634856626,1634856637,11,-32.6604166,-71.1126583,17,0,9.971,28.099,73002,8207071,5
1077,351580051706832,1634856628,1634856637,9,-32.6603116,-71.1126616,17,0,9.971,27.923,73002,8207071,5
1077,351580051706832,1634856629,1634856637,8,-32.6602750,-71.1126633,17,0,9.970,27.724,73002,8207071,5
